"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"681","Regular Season","2021-22",22100689,2022-01-21,"WAS vs. TOR","TOR","WAS",6
"682","Regular Season","2021-22",22100690,2022-01-21,"CHI @ MIL","MIL","CHI",7
"683","Regular Season","2021-22",22100691,2022-01-21,"SAS vs. BKN","BKN","SAS",8
"684","Regular Season","2021-22",22100692,2022-01-21,"MEM @ DEN","MEM","DEN",9
"685","Regular Season","2021-22",22100693,2022-01-21,"DET @ UTA","UTA","DET",10
"686","Regular Season","2021-22",22100694,2022-01-21,"GSW vs. HOU","GSW","HOU",11
"687","Regular Season","2021-22",22100695,2022-01-22,"OKC @ CLE","CLE","OKC",1
"688","Regular Season","2021-22",22100696,2022-01-22,"SAC @ MIL","MIL","SAC",2
"689","Regular Season","2021-22",22100697,2022-01-22,"IND @ PHX","PHX","IND",3
"690","Regular Season","2021-22",22100698,2022-01-23,"NYK vs. LAC","NYK","LAC",1
"691","Regular Season","2021-22",22100699,2022-01-23,"WAS vs. BOS","BOS","WAS",2
"692","Regular Season","2021-22",22100700,2022-01-23,"MIA vs. LAL","MIA","LAL",3
"693","Regular Season","2021-22",22100701,2022-01-23,"CHI @ ORL","ORL","CHI",4
"694","Regular Season","2021-22",22100702,2022-01-23,"TOR vs. POR","POR","TOR",5
"695","Regular Season","2021-22",22100703,2022-01-23,"ATL @ CHA","ATL","CHA",6
"696","Regular Season","2021-22",22100704,2022-01-23,"SAS vs. PHI","PHI","SAS",7
"697","Regular Season","2021-22",22100705,2022-01-23,"MEM @ DAL","DAL","MEM",8
"698","Regular Season","2021-22",22100706,2022-01-23,"BKN @ MIN","MIN","BKN",9
"699","Regular Season","2021-22",22100707,2022-01-23,"DEN vs. DET","DEN","DET",10
"700","Regular Season","2021-22",22100708,2022-01-23,"GSW vs. UTA","GSW","UTA",11
"701","Regular Season","2021-22",22100709,2022-01-24,"NYK @ CLE","CLE","NYK",1
"702","Regular Season","2021-22",22100712,2022-01-24,"IND @ NOP","NOP","IND",2
"703","Regular Season","2021-22",22100713,2022-01-24,"UTA @ PHX","PHX","UTA",3
"704","Regular Season","2021-22",22100730,2022-01-24,"OKC vs. CHI","CHI","OKC",4
"705","Regular Season","2021-22",22100454,2022-01-25,"PHI vs. NOP","PHI","NOP",1
"706","Regular Season","2021-22",22100714,2022-01-25,"DET vs. DEN","DEN","DET",2
"707","Regular Season","2021-22",22100715,2022-01-25,"CHA @ TOR","TOR","CHA",3
"708","Regular Season","2021-22",22100716,2022-01-25,"LAC @ WAS","LAC","WAS",4
"709","Regular Season","2021-22",22100717,2022-01-25,"BOS vs. SAC","BOS","SAC",5
"710","Regular Season","2021-22",22100718,2022-01-25,"BKN vs. LAL","LAL","BKN",6
"711","Regular Season","2021-22",22100719,2022-01-25,"HOU vs. SAS","SAS","HOU",7
"712","Regular Season","2021-22",22100720,2022-01-25,"DAL @ GSW","GSW","DAL",8
"713","Regular Season","2021-22",22100721,2022-01-25,"POR vs. MIN","MIN","POR",9
"714","Regular Season","2021-22",22100453,2022-01-26,"BKN vs. DEN","DEN","BKN",1
"715","Regular Season","2021-22",22100472,2022-01-26,"CHI vs. TOR","CHI","TOR",2
"716","Regular Season","2021-22",22100722,2022-01-26,"CLE vs. MIL","CLE","MIL",3
"717","Regular Season","2021-22",22100723,2022-01-26,"IND vs. CHA","CHA","IND",4
"718","Regular Season","2021-22",22100724,2022-01-26,"LAC @ ORL","LAC","ORL",5
"719","Regular Season","2021-22",22100725,2022-01-26,"SAC @ ATL","ATL","SAC",6
"720","Regular Season","2021-22",22100727,2022-01-26,"NYK @ MIA","MIA","NYK",7
"721","Regular Season","2021-22",22100728,2022-01-26,"MEM @ SAS","MEM","SAS",8
"722","Regular Season","2021-22",22100731,2022-01-26,"PHX @ UTA","PHX","UTA",9
"723","Regular Season","2021-22",22100732,2022-01-26,"DAL @ POR","DAL","POR",10
"724","Regular Season","2021-22",22100733,2022-01-27,"LAL @ PHI","PHI","LAL",1
"725","Regular Season","2021-22",22100734,2022-01-27,"GSW vs. MIN","GSW","MIN",2
"726","Regular Season","2021-22",22100729,2022-01-28,"DEN @ NOP","DEN","NOP",1
"727","Regular Season","2021-22",22100735,2022-01-28,"CHA vs. LAL","CHA","LAL",2
"728","Regular Season","2021-22",22100736,2022-01-28,"ORL vs. DET","ORL","DET",3
"729","Regular Season","2021-22",22100737,2022-01-28,"BOS @ ATL","ATL","BOS",4
"730","Regular Season","2021-22",22100738,2022-01-28,"LAC @ MIA","MIA","LAC",5
"731","Regular Season","2021-22",22100739,2022-01-28,"HOU vs. POR","POR","HOU",6
"732","Regular Season","2021-22",22100740,2022-01-28,"MEM vs. UTA","MEM","UTA",7
"733","Regular Season","2021-22",22100741,2022-01-28,"OKC vs. IND","IND","OKC",8
"734","Regular Season","2021-22",22100742,2022-01-28,"SAS vs. CHI","SAS","CHI",9
"735","Regular Season","2021-22",22100743,2022-01-28,"MIN @ PHX","PHX","MIN",10
"736","Regular Season","2021-22",22100744,2022-01-28,"NYK @ MIL","MIL","NYK",11
"737","Regular Season","2021-22",22100745,2022-01-29,"NOP vs. BOS","BOS","NOP",1
"738","Regular Season","2021-22",22100746,2022-01-29,"DAL vs. IND","DAL","IND",2
"739","Regular Season","2021-22",22100747,2022-01-29,"SAC @ PHI","PHI","SAC",3
"740","Regular Season","2021-22",22100748,2022-01-29,"MIA vs. TOR","TOR","MIA",4
"741","Regular Season","2021-22",22100749,2022-01-29,"WAS @ MEM","MEM","WAS",5
"742","Regular Season","2021-22",22100750,2022-01-29,"BKN @ GSW","GSW","BKN",6
"743","Regular Season","2021-22",22100751,2022-01-30,"LAL @ ATL","ATL","LAL",1
"744","Regular Season","2021-22",22100752,2022-01-30,"CHA vs. LAC","LAC","CHA",2
"745","Regular Season","2021-22",22100753,2022-01-30,"POR @ CHI","CHI","POR",3
"746","Regular Season","2021-22",22100754,2022-01-30,"DET vs. CLE","DET","CLE",4
"747","Regular Season","2021-22",22100755,2022-01-30,"ORL vs. DAL","ORL","DAL",5
"748","Regular Season","2021-22",22100756,2022-01-30,"MIL vs. DEN","DEN","MIL",6
"749","Regular Season","2021-22",22100757,2022-01-30,"MIN vs. UTA","MIN","UTA",7
"750","Regular Season","2021-22",22100758,2022-01-30,"PHX vs. SAS","PHX","SAS",8
"751","Regular Season","2021-22",22100759,2022-01-31,"NOP @ CLE","CLE","NOP",1
"752","Regular Season","2021-22",22100760,2022-01-31,"IND vs. LAC","IND","LAC",2
"753","Regular Season","2021-22",22100761,2022-01-31,"MEM @ PHI","PHI","MEM",3
"754","Regular Season","2021-22",22100762,2022-01-31,"BOS vs. MIA","BOS","MIA",4
"755","Regular Season","2021-22",22100763,2022-01-31,"SAC @ NYK","NYK","SAC",5
"756","Regular Season","2021-22",22100764,2022-01-31,"HOU vs. GSW","GSW","HOU",6
"757","Regular Season","2021-22",22100765,2022-01-31,"OKC vs. POR","OKC","POR",7
"758","Regular Season","2021-22",22100767,2022-01-31,"ATL vs. TOR","TOR","ATL",8
"759","Regular Season","2021-22",22100766,2022-02-01,"NOP @ DET","NOP","DET",1
"760","Regular Season","2021-22",22100768,2022-02-01,"MIL vs. WAS","MIL","WAS",2
"761","Regular Season","2021-22",22100769,2022-02-01,"CHI vs. ORL","CHI","ORL",3
"762","Regular Season","2021-22",22100770,2022-02-01,"MIN vs. DEN","MIN","DEN",4
"763","Regular Season","2021-22",22100771,2022-02-01,"SAS vs. GSW","GSW","SAS",5
"764","Regular Season","2021-22",22100772,2022-02-01,"PHX vs. BKN","PHX","BKN",6
"765","Regular Season","2021-22",22100784,2022-02-01,"MIA @ TOR","TOR","MIA",7
"766","Regular Season","2021-22",22100773,2022-02-02,"ORL @ IND","ORL","IND",1
"767","Regular Season","2021-22",22100774,2022-02-02,"PHI vs. WAS","WAS","PHI",2
"768","Regular Season","2021-22",22100775,2022-02-02,"CHA @ BOS","BOS","CHA",3
"769","Regular Season","2021-22",22100776,2022-02-02,"MEM @ NYK","MEM","NYK",4
"770","Regular Season","2021-22",22100777,2022-02-02,"CLE @ HOU","HOU","CLE",5
"771","Regular Season","2021-22",22100778,2022-02-02,"OKC @ DAL","OKC","DAL",6
"772","Regular Season","2021-22",22100779,2022-02-02,"UTA vs. DEN","UTA","DEN",7
"773","Regular Season","2021-22",22100780,2022-02-02,"BKN @ SAC","SAC","BKN",8
"774","Regular Season","2021-22",22100781,2022-02-02,"POR @ LAL","LAL","POR",9
"775","Regular Season","2021-22",22100430,2022-02-03,"CHI @ TOR","TOR","CHI",1
"776","Regular Season","2021-22",22100521,2022-02-03,"SAS vs. MIA","MIA","SAS",2
"777","Regular Season","2021-22",22100782,2022-02-03,"DET vs. MIN","MIN","DET",3
"778","Regular Season","2021-22",22100783,2022-02-03,"PHX @ ATL","ATL","PHX",4
"779","Regular Season","2021-22",22100785,2022-02-03,"SAC @ GSW","GSW","SAC",5
"780","Regular Season","2021-22",22100786,2022-02-03,"LAL @ LAC","LAC","LAL",6
"781","Regular Season","2021-22",22100787,2022-02-04,"CHA vs. CLE","CLE","CHA",1
"782","Regular Season","2021-22",22100788,2022-02-04,"BOS @ DET","BOS","DET",2
"783","Regular Season","2021-22",22100789,2022-02-04,"IND vs. CHI","CHI","IND",3
"784","Regular Season","2021-22",22100790,2022-02-04,"TOR vs. ATL","TOR","ATL",4
"785","Regular Season","2021-22",22100791,2022-02-04,"PHI @ DAL","DAL","PHI",5
"786","Regular Season","2021-22",22100792,2022-02-04,"SAS vs. HOU","SAS","HOU",6
"787","Regular Season","2021-22",22100793,2022-02-04,"UTA vs. BKN","UTA","BKN",7
"788","Regular Season","2021-22",22100794,2022-02-04,"NOP @ DEN","NOP","DEN",8
"789","Regular Season","2021-22",22100795,2022-02-04,"OKC @ POR","OKC","POR",9
"790","Regular Season","2021-22",22100796,2022-02-05,"ORL vs. MEM","MEM","ORL",1
"791","Regular Season","2021-22",22100797,2022-02-05,"CHA vs. MIA","MIA","CHA",2
"792","Regular Season","2021-22",22100798,2022-02-05,"PHX @ WAS","PHX","WAS",3
"793","Regular Season","2021-22",22100799,2022-02-05,"LAL vs. NYK","LAL","NYK",4
"794","Regular Season","2021-22",22100800,2022-02-05,"MIL @ POR","MIL","POR",5
"795","Regular Season","2021-22",22100801,2022-02-05,"OKC @ SAC","SAC","OKC",6
"796","Regular Season","2021-22",22100802,2022-02-06,"CHI vs. PHI","PHI","CHI",1
"797","Regular Season","2021-22",22100803,2022-02-06,"MIN vs. DET","MIN","DET",2
"798","Regular Season","2021-22",22100804,2022-02-06,"DEN vs. BKN","DEN","BKN",3
"799","Regular Season","2021-22",22100805,2022-02-06,"IND @ CLE","CLE","IND",4
"800","Regular Season","2021-22",22100806,2022-02-06,"ORL vs. BOS","BOS","ORL",5
"801","Regular Season","2021-22",22100807,2022-02-06,"ATL @ DAL","DAL","ATL",6
"802","Regular Season","2021-22",22100808,2022-02-06,"HOU vs. NOP","NOP","HOU",7
"803","Regular Season","2021-22",22100809,2022-02-06,"LAC vs. MIL","MIL","LAC",8
"804","Regular Season","2021-22",22100810,2022-02-07,"CHA vs. TOR","TOR","CHA",1
"805","Regular Season","2021-22",22100811,2022-02-07,"WAS vs. MIA","MIA","WAS",2
"806","Regular Season","2021-22",22100812,2022-02-07,"CHI vs. PHX","PHX","CHI",3
"807","Regular Season","2021-22",22100813,2022-02-07,"GSW @ OKC","GSW","OKC",4
"808","Regular Season","2021-22",22100814,2022-02-07,"NYK @ UTA","UTA","NYK",5
"809","Regular Season","2021-22",22100815,2022-02-08,"PHX @ PHI","PHX","PHI",1
"810","Regular Season","2021-22",22100816,2022-02-08,"ATL vs. IND","ATL","IND",2
"811","Regular Season","2021-22",22100817,2022-02-08,"BKN vs. BOS","BOS","BKN",3
"812","Regular Season","2021-22",22100818,2022-02-08,"LAC @ MEM","MEM","LAC",4
"813","Regular Season","2021-22",22100819,2022-02-08,"NOP vs. HOU","NOP","HOU",5
"814","Regular Season","2021-22",22100820,2022-02-08,"DAL vs. DET","DAL","DET",6
"815","Regular Season","2021-22",22100821,2022-02-08,"NYK @ DEN","DEN","NYK",7
"816","Regular Season","2021-22",22100822,2022-02-08,"MIL @ LAL","MIL","LAL",8
"817","Regular Season","2021-22",22100823,2022-02-08,"ORL @ POR","ORL","POR",9
"818","Regular Season","2021-22",22100824,2022-02-08,"SAC vs. MIN","MIN","SAC",10
"819","Regular Season","2021-22",22100825,2022-02-09,"CLE vs. SAS","CLE","SAS",1
"820","Regular Season","2021-22",22100826,2022-02-09,"CHA vs. CHI","CHI","CHA",2
"821","Regular Season","2021-22",22100827,2022-02-09,"TOR @ OKC","TOR","OKC",3
"822","Regular Season","2021-22",22100828,2022-02-09,"GSW @ UTA","UTA","GSW",4
"823","Regular Season","2021-22",22100829,2022-02-09,"LAL @ POR","POR","LAL",5
"824","Regular Season","2021-22",22100830,2022-02-09,"SAC vs. MIN","SAC","MIN",6
"825","Regular Season","2021-22",22100831,2022-02-10,"DET vs. MEM","MEM","DET",1
"826","Regular Season","2021-22",22100832,2022-02-10,"WAS vs. BKN","WAS","BKN",2
"827","Regular Season","2021-22",22100833,2022-02-10,"NOP vs. MIA","MIA","NOP",3
"828","Regular Season","2021-22",22100834,2022-02-10,"HOU vs. TOR","TOR","HOU",4
"829","Regular Season","2021-22",22100835,2022-02-10,"DAL vs. LAC","DAL","LAC",5
"830","Regular Season","2021-22",22100836,2022-02-10,"PHX vs. MIL","PHX","MIL",6
"831","Regular Season","2021-22",22100837,2022-02-10,"NYK @ GSW","NYK","GSW",7
"832","Regular Season","2021-22",22100838,2022-02-11,"CHA @ DET","CHA","DET",1
"833","Regular Season","2021-22",22100839,2022-02-11,"CLE @ IND","CLE","IND",2
"834","Regular Season","2021-22",22100840,2022-02-11,"OKC @ PHI","PHI","OKC",3
"835","Regular Season","2021-22",22100841,2022-02-11,"ATL vs. SAS","SAS","ATL",4
"836","Regular Season","2021-22",22100842,2022-02-11,"BOS vs. DEN","BOS","DEN",5
"837","Regular Season","2021-22",22100843,2022-02-11,"CHI vs. MIN","CHI","MIN",6
"838","Regular Season","2021-22",22100844,2022-02-11,"ORL @ UTA","UTA","ORL",7
"839","Regular Season","2021-22",22100845,2022-02-12,"POR vs. NYK","POR","NYK",1
"840","Regular Season","2021-22",22100846,2022-02-12,"CHA vs. MEM","MEM","CHA",2
"841","Regular Season","2021-22",22100847,2022-02-12,"SAC @ WAS","SAC","WAS",3
"842","Regular Season","2021-22",22100848,2022-02-12,"SAS @ NOP","SAS","NOP",4
"843","Regular Season","2021-22",22100849,2022-02-12,"CLE @ PHI","PHI","CLE",5
"844","Regular Season","2021-22",22100850,2022-02-12,"TOR vs. DEN","DEN","TOR",6
"845","Regular Season","2021-22",22100851,2022-02-12,"BKN @ MIA","MIA","BKN",7
"846","Regular Season","2021-22",22100852,2022-02-12,"OKC @ CHI","CHI","OKC",8
"847","Regular Season","2021-22",22100853,2022-02-12,"LAC @ DAL","LAC","DAL",9
"848","Regular Season","2021-22",22100854,2022-02-12,"LAL @ GSW","GSW","LAL",10
"849","Regular Season","2021-22",22100855,2022-02-12,"PHX vs. ORL","PHX","ORL",11
"850","Regular Season","2021-22",22100856,2022-02-13,"ATL @ BOS","BOS","ATL",1
"851","Regular Season","2021-22",22100857,2022-02-13,"IND vs. MIN","MIN","IND",2
"852","Regular Season","2021-22",22100858,2022-02-14,"DET @ WAS","WAS","DET",1
"853","Regular Season","2021-22",22100859,2022-02-14,"SAC @ BKN","BKN","SAC",2
"854","Regular Season","2021-22",22100860,2022-02-14,"NYK vs. OKC","OKC","NYK",3
"855","Regular Season","2021-22",22100861,2022-02-14,"CHI vs. SAS","CHI","SAS",4
"856","Regular Season","2021-22",22100862,2022-02-14,"POR @ MIL","POR","MIL",5
"857","Regular Season","2021-22",22100863,2022-02-14,"TOR @ NOP","NOP","TOR",6
"858","Regular Season","2021-22",22100864,2022-02-14,"DEN vs. ORL","DEN","ORL",7
"859","Regular Season","2021-22",22100865,2022-02-14,"UTA vs. HOU","UTA","HOU",8
"860","Regular Season","2021-22",22100866,2022-02-14,"GSW @ LAC","LAC","GSW",9
"861","Regular Season","2021-22",22100867,2022-02-15,"ATL vs. CLE","ATL","CLE",1
"862","Regular Season","2021-22",22100868,2022-02-15,"MIA vs. DAL","DAL","MIA",2
"863","Regular Season","2021-22",22100869,2022-02-15,"PHI vs. BOS","BOS","PHI",3
"864","Regular Season","2021-22",22100870,2022-02-15,"IND @ MIL","MIL","IND",4
"865","Regular Season","2021-22",22100871,2022-02-15,"MIN vs. CHA","MIN","CHA",5
"866","Regular Season","2021-22",22100872,2022-02-15,"NOP vs. MEM","MEM","NOP",6
"867","Regular Season","2021-22",22100873,2022-02-15,"PHX vs. LAC","PHX","LAC",7
"868","Regular Season","2021-22",22100874,2022-02-16,"ATL @ ORL","ATL","ORL",1
"869","Regular Season","2021-22",22100875,2022-02-16,"BOS vs. DET","DET","BOS",2
"870","Regular Season","2021-22",22100876,2022-02-16,"WAS @ IND","IND","WAS",3
"871","Regular Season","2021-22",22100877,2022-02-16,"NYK vs. BKN","BKN","NYK",4
"872","Regular Season","2021-22",22100878,2022-02-16,"CHI vs. SAC","CHI","SAC",5
"873","Regular Season","2021-22",22100879,2022-02-16,"POR @ MEM","POR","MEM",6
"874","Regular Season","2021-22",22100880,2022-02-16,"TOR @ MIN","TOR","MIN",7
"875","Regular Season","2021-22",22100881,2022-02-16,"SAS @ OKC","SAS","OKC",8
"876","Regular Season","2021-22",22100882,2022-02-16,"HOU @ PHX","PHX","HOU",9
"877","Regular Season","2021-22",22100883,2022-02-16,"GSW vs. DEN","DEN","GSW",10
"878","Regular Season","2021-22",22100884,2022-02-16,"LAL vs. UTA","LAL","UTA",11
"879","Regular Season","2021-22",22100464,2022-02-17,"WAS @ BKN","WAS","BKN",1
"880","Regular Season","2021-22",22100885,2022-02-17,"CHA vs. MIA","MIA","CHA",2
"881","Regular Season","2021-22",22100886,2022-02-17,"NOP vs. DAL","DAL","NOP",3
"882","Regular Season","2021-22",22100887,2022-02-17,"PHI @ MIL","PHI","MIL",4
"883","Regular Season","2021-22",22100888,2022-02-17,"HOU @ LAC","LAC","HOU",5
"884","Regular Season","2021-22",22100889,2022-02-24,"CLE @ DET","DET","CLE",1
"885","Regular Season","2021-22",22100890,2022-02-24,"BOS @ BKN","BOS","BKN",2
"886","Regular Season","2021-22",22100891,2022-02-24,"CHI vs. ATL","CHI","ATL",3
"887","Regular Season","2021-22",22100892,2022-02-24,"MIN vs. MEM","MIN","MEM",4
"888","Regular Season","2021-22",22100893,2022-02-24,"OKC vs. PHX","PHX","OKC",5
"889","Regular Season","2021-22",22100894,2022-02-24,"POR vs. GSW","GSW","POR",6
"890","Regular Season","2021-22",22100895,2022-02-24,"SAC vs. DEN","DEN","SAC",7
"891","Regular Season","2021-22",22100896,2022-02-25,"TOR @ CHA","CHA","TOR",1
"892","Regular Season","2021-22",22100897,2022-02-25,"IND vs. OKC","OKC","IND",2
"893","Regular Season","2021-22",22100898,2022-02-25,"ORL vs. HOU","ORL","HOU",3
"894","Regular Season","2021-22",22100899,2022-02-25,"SAS @ WAS","SAS","WAS",4
"895","Regular Season","2021-22",22100900,2022-02-25,"NYK vs. MIA","MIA","NYK",5
"896","Regular Season","2021-22",22100901,2022-02-25,"PHI @ MIN","PHI","MIN",6
"897","Regular Season","2021-22",22100902,2022-02-25,"PHX vs. NOP","NOP","PHX",7
"898","Regular Season","2021-22",22100903,2022-02-25,"UTA vs. DAL","UTA","DAL",8
"899","Regular Season","2021-22",22100904,2022-02-25,"LAC @ LAL","LAC","LAL",9
"900","Regular Season","2021-22",22100905,2022-02-26,"BOS @ DET","BOS","DET",1
"901","Regular Season","2021-22",22100906,2022-02-26,"TOR @ ATL","ATL","TOR",2
"902","Regular Season","2021-22",22100907,2022-02-26,"CLE vs. WAS","CLE","WAS",3
"903","Regular Season","2021-22",22100908,2022-02-26,"SAS @ MIA","MIA","SAS",4
"904","Regular Season","2021-22",22100909,2022-02-26,"CHI vs. MEM","MEM","CHI",5
"905","Regular Season","2021-22",22100910,2022-02-26,"MIL vs. BKN","BKN","MIL",6
"906","Regular Season","2021-22",22100911,2022-02-26,"SAC @ DEN","DEN","SAC",7
"907","Regular Season","2021-22",22100912,2022-02-27,"PHI @ NYK","PHI","NYK",1
"908","Regular Season","2021-22",22100913,2022-02-27,"UTA @ PHX","UTA","PHX",2
"909","Regular Season","2021-22",22100914,2022-02-27,"IND vs. BOS","IND","BOS",3
"910","Regular Season","2021-22",22100915,2022-02-27,"DET @ CHA","DET","CHA",4
"911","Regular Season","2021-22",22100916,2022-02-27,"HOU vs. LAC","LAC","HOU",5
"912","Regular Season","2021-22",22100917,2022-02-27,"DAL @ GSW","DAL","GSW",6
"913","Regular Season","2021-22",22100918,2022-02-27,"POR vs. DEN","DEN","POR",7
"914","Regular Season","2021-22",22100919,2022-02-27,"NOP @ LAL","NOP","LAL",8
"915","Regular Season","2021-22",22100726,2022-02-28,"BKN vs. TOR","TOR","BKN",1
"916","Regular Season","2021-22",22100920,2022-02-28,"MIN @ CLE","MIN","CLE",2
"917","Regular Season","2021-22",22100921,2022-02-28,"IND @ ORL","ORL","IND",3
"918","Regular Season","2021-22",22100922,2022-02-28,"MIA vs. CHI","MIA","CHI",4
"919","Regular Season","2021-22",22100923,2022-02-28,"SAS @ MEM","MEM","SAS",5
"920","Regular Season","2021-22",22100924,2022-02-28,"CHA @ MIL","MIL","CHA",6
"921","Regular Season","2021-22",22100925,2022-02-28,"OKC vs. SAC","SAC","OKC",7
"922","Regular Season","2021-22",22100926,2022-03-01,"DET @ WAS","WAS","DET",1
"923","Regular Season","2021-22",22100927,2022-03-01,"ATL @ BOS","BOS","ATL",2
"924","Regular Season","2021-22",22100928,2022-03-01,"TOR vs. BKN","TOR","BKN",3
"925","Regular Season","2021-22",22100929,2022-03-01,"LAC @ HOU","LAC","HOU",4
"926","Regular Season","2021-22",22100930,2022-03-01,"GSW @ MIN","MIN","GSW",5
"927","Regular Season","2021-22",22100931,2022-03-01,"LAL vs. DAL","DAL","LAL",6
"928","Regular Season","2021-22",22100932,2022-03-02,"CLE vs. CHA","CHA","CLE",1
"929","Regular Season","2021-22",22100933,2022-03-02,"ORL vs. IND","IND","ORL",2
"930","Regular Season","2021-22",22100934,2022-03-02,"PHI vs. NYK","PHI","NYK",3
"931","Regular Season","2021-22",22100935,2022-03-02,"HOU vs. UTA","UTA","HOU",4
"932","Regular Season","2021-22",22100936,2022-03-02,"MIL vs. MIA","MIL","MIA",5
"933","Regular Season","2021-22",22100937,2022-03-02,"SAC @ NOP","NOP","SAC",6
"934","Regular Season","2021-22",22100938,2022-03-02,"OKC @ DEN","OKC","DEN",7
"935","Regular Season","2021-22",22100939,2022-03-02,"POR @ PHX","PHX","POR",8
"936","Regular Season","2021-22",22100710,2022-03-03,"CHI @ ATL","ATL","CHI",1
"937","Regular Season","2021-22",22100940,2022-03-03,"MEM @ BOS","BOS","MEM",2
"938","Regular Season","2021-22",22100941,2022-03-03,"MIA @ BKN","MIA","BKN",3
"939","Regular Season","2021-22",22100942,2022-03-03,"TOR vs. DET","DET","TOR",4
"940","Regular Season","2021-22",22100943,2022-03-03,"GSW @ DAL","DAL","GSW",5
"941","Regular Season","2021-22",22100944,2022-03-03,"SAS vs. SAC","SAC","SAS",6
"942","Regular Season","2021-22",22100945,2022-03-03,"LAL @ LAC","LAC","LAL",7
"943","Regular Season","2021-22",22100458,2022-03-04,"TOR vs. ORL","ORL","TOR",1
"944","Regular Season","2021-22",22100946,2022-03-04,"IND @ DET","DET","IND",2
"945","Regular Season","2021-22",22100947,2022-03-04,"CLE @ PHI","PHI","CLE",3
"946","Regular Season","2021-22",22100948,2022-03-04,"ATL @ WAS","ATL","WAS",4
"947","Regular Season","2021-22",22100949,2022-03-04,"CHI vs. MIL","MIL","CHI",5
"948","Regular Season","2021-22",22100950,2022-03-04,"UTA @ NOP","NOP","UTA",6
"949","Regular Season","2021-22",22100951,2022-03-04,"MIN @ OKC","MIN","OKC",7
"950","Regular Season","2021-22",22100952,2022-03-04,"DEN vs. HOU","DEN","HOU",8
"951","Regular Season","2021-22",22100953,2022-03-04,"PHX vs. NYK","PHX","NYK",9
"952","Regular Season","2021-22",22100954,2022-03-05,"DAL vs. SAC","DAL","SAC",1
"953","Regular Season","2021-22",22100955,2022-03-05,"CHA vs. SAS","CHA","SAS",2
"954","Regular Season","2021-22",22100956,2022-03-05,"MIA vs. PHI","MIA","PHI",3
"955","Regular Season","2021-22",22100957,2022-03-05,"ORL @ MEM","MEM","ORL",4
"956","Regular Season","2021-22",22100958,2022-03-05,"POR @ MIN","MIN","POR",5
"957","Regular Season","2021-22",22100959,2022-03-05,"GSW @ LAL","LAL","GSW",6
"958","Regular Season","2021-22",22100960,2022-03-06,"BKN @ BOS","BOS","BKN",1
"959","Regular Season","2021-22",22100961,2022-03-06,"MIL vs. PHX","MIL","PHX",2
"960","Regular Season","2021-22",22100962,2022-03-06,"CLE vs. TOR","CLE","TOR",3
"961","Regular Season","2021-22",22100963,2022-03-06,"WAS vs. IND","WAS","IND",4
"962","Regular Season","2021-22",22100964,2022-03-06,"HOU vs. MEM","HOU","MEM",5
"963","Regular Season","2021-22",22100965,2022-03-06,"OKC vs. UTA","UTA","OKC",6
"964","Regular Season","2021-22",22100966,2022-03-06,"LAC vs. NYK","NYK","LAC",7
"965","Regular Season","2021-22",22100967,2022-03-06,"DEN vs. NOP","DEN","NOP",8
"966","Regular Season","2021-22",22100528,2022-03-07,"GSW @ DEN","DEN","GSW",1
"967","Regular Season","2021-22",22100968,2022-03-07,"ATL @ DET","DET","ATL",2
"968","Regular Season","2021-22",22100969,2022-03-07,"PHI vs. CHI","PHI","CHI",3
"969","Regular Season","2021-22",22100970,2022-03-07,"MIA vs. HOU","MIA","HOU",4
"970","Regular Season","2021-22",22100971,2022-03-07,"MIN vs. POR","MIN","POR",5
"971","Regular Season","2021-22",22100972,2022-03-07,"UTA @ DAL","DAL","UTA",6
"972","Regular Season","2021-22",22100973,2022-03-07,"SAS vs. LAL","SAS","LAL",7
"973","Regular Season","2021-22",22100974,2022-03-07,"NYK @ SAC","NYK","SAC",8
"974","Regular Season","2021-22",22100975,2022-03-08,"CHA vs. BKN","BKN","CHA",1
"975","Regular Season","2021-22",22100976,2022-03-08,"CLE @ IND","CLE","IND",2
"976","Regular Season","2021-22",22100977,2022-03-08,"ORL vs. PHX","PHX","ORL",3
"977","Regular Season","2021-22",22100978,2022-03-08,"NOP @ MEM","MEM","NOP",4
"978","Regular Season","2021-22",22100979,2022-03-08,"OKC vs. MIL","MIL","OKC",5
"979","Regular Season","2021-22",22100980,2022-03-08,"GSW vs. LAC","GSW","LAC",6
"980","Regular Season","2021-22",22100981,2022-03-09,"CHA vs. BOS","BOS","CHA",1
"981","Regular Season","2021-22",22100982,2022-03-09,"CHI @ DET","CHI","DET",2
"982","Regular Season","2021-22",22100983,2022-03-09,"PHX @ MIA","PHX","MIA",3
"983","Regular Season","2021-22",22100984,2022-03-09,"ATL @ MIL","MIL","ATL",4
"984","Regular Season","2021-22",22100985,2022-03-09,"LAL @ HOU","HOU","LAL",5
"985","Regular Season","2021-22",22100986,2022-03-09,"OKC @ MIN","MIN","OKC",6
"986","Regular Season","2021-22",22100987,2022-03-09,"ORL @ NOP","ORL","NOP",7
"987","Regular Season","2021-22",22100988,2022-03-09,"DAL vs. NYK","NYK","DAL",8
"988","Regular Season","2021-22",22100989,2022-03-09,"SAS vs. TOR","TOR","SAS",9
"989","Regular Season","2021-22",22100990,2022-03-09,"POR @ UTA","UTA","POR",10
