Date,Team,Acquired,Relinquished,Notes
12/6/2010,Clippers,Willie Warren,,activated from IL
12/6/2010,Hawks,,Jordan Crawford,placed on IL
12/6/2010,Knicks,,Bill Walker,placed on IL
12/6/2010,Knicks,Ronny Turiaf,,activated from IL
12/6/2010,Magic,,Ryan Anderson,placed on IL
12/6/2010,Magic,Mickael Pietrus,,activated from IL
12/6/2010,Bucks,Drew Gooden,,activated from IL
12/7/2010,Mavericks,,Tyson Chandler,placed on IL with stomach flu
12/7/2010,Mavericks,Alexis Ajinca / Alex Ajinca,,activated from IL
12/7/2010,Nets,,Stephen Graham,placed on IL
12/7/2010,Nets,Ben Uzoh,,activated from IL
12/7/2010,Pistons,DaJuan Summers,,activated from IL
12/7/2010,Warriors,,Rodney Carney,placed on IL with sprained left ankle
12/7/2010,Warriors,Louis Amundson / Lou Amundson,,activated from IL
12/7/2010,Wizards,,Andray Blatche,placed on IL with bruised hip
12/7/2010,Wizards,Kevin Seraphin,,activated from IL
12/8/2010,Bucks,,Drew Gooden,placed on IL
12/8/2010,Bucks,Brian Skinner,,activated from IL
12/8/2010,Bulls,,Brian Scalabrine,placed on IL
12/8/2010,Bulls,Kurt Thomas,,activated from IL
12/8/2010,Cavaliers,,Jamario Moon,placed on IL
12/8/2010,Cavaliers,Manny Harris,,activated from IL
12/8/2010,Hornets,,Aaron Gray,placed on IL
12/8/2010,Hornets,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
12/8/2010,Knicks,,Andy Rautins,placed on IL
12/8/2010,Knicks,Bill Walker,,activated from IL
12/8/2010,Pacers,,Dahntay Jones,placed on IL
12/8/2010,Pacers,Jeff Foster,,activated from IL
12/8/2010,Pistons,,DaJuan Summers,placed on IL
12/9/2010,76ers,,Jason Kapono,placed on IL with calf injury
12/9/2010,76ers,Darius Songaila,,activated from IL
12/9/2010,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL
12/9/2010,Mavericks,Tyson Chandler,,activated from IL
12/9/2010,Nets,,Ben Uzoh,placed on IL
12/9/2010,Nets,,Derrick Favors,placed on IL with bruised thigh
12/9/2010,Nets,Joe Smith (Leynard),,activated from IL
12/10/2010,Warriors,Ekpe Udoh,,activated from IL
12/10/2010,Wizards,Andray Blatche,,activated from IL
12/11/2010,Bobcats,,Sherron Collins,placed on IL
12/11/2010,Bobcats,,Tyrus Thomas,placed on IL
12/11/2010,Bobcats,DeSagana Diop,,activated from IL
12/11/2010,Bobcats,Eduardo Najera,,activated from IL
12/11/2010,Bulls,,Kurt Thomas,placed on IL
12/11/2010,Bulls,Brian Scalabrine,,activated from IL
12/11/2010,Hawks,,Zaur Pachulia / Zaza Pachulia,placed on IL with illness
12/11/2010,Hawks,Jordan Crawford,,activated from IL
12/11/2010,Pacers,,Jeff Foster,placed on IL
12/11/2010,Pacers,Dahntay Jones,,activated from IL
12/11/2010,Raptors,,Jose Calderon,placed on IL with left foot injury
12/11/2010,Raptors,Solomon Alabi,,activated from IL
12/11/2010,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
12/11/2010,Thunder,Morris Peterson,,activated from IL
12/11/2010,Warriors,,Stephen Curry,placed on IL with sprained left ankle (P)
12/11/2010,Wizards,,Kevin Seraphin,placed on IL
12/12/2010,Nets,,Damion James,placed on IL with broken right foot
12/12/2010,Nets,,Troy Murphy,placed on IL
12/12/2010,Nets,Derrick Favors,,activated from IL
12/12/2010,Nets,Stephen Graham,,activated from IL
12/12/2010,Thunder,,Nenad Krstic,placed on IL with sprained lower back
12/12/2010,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
12/13/2010,Bucks,,Brian Skinner,placed on IL
12/13/2010,Bucks,Drew Gooden,,activated from IL
12/13/2010,Grizzlies,,DeMarre Carroll,placed on IL
12/13/2010,Grizzlies,Hamed Haddadi,,activated (P)
12/13/2010,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
12/13/2010,Hornets,Aaron Gray,,activated from IL
12/13/2010,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL (P)
12/13/2010,Mavericks,Brian Cardinal,,activated
12/13/2010,Pacers,,A.J. Price,placed on IL
12/13/2010,Pacers,,Danny Granger,placed on IL with sprained left ankle
12/13/2010,Pacers,Dahntay Jones,,activated from IL (P)
12/13/2010,Pacers,Paul George,,activated from IL
12/14/2010,Bobcats,,DeSagana Diop,placed on IL
12/14/2010,Bobcats,,Eduardo Najera,placed on IL
12/14/2010,Bobcats,Gerald Henderson (b),,activated from IL
12/14/2010,Bobcats,Tyrus Thomas,,activated from IL
12/14/2010,Lakers,,Devin Ebanks,placed on IL
12/14/2010,Lakers,Andrew Bynum,,activated from IL
12/14/2010,Nets,,Terrence Williams,placed on IL
12/14/2010,Nets,Ben Uzoh,,activated from IL
12/14/2010,Timberwolves,,Kosta Koufos,placed on IL
12/14/2010,Timberwolves,,Sundiata Gaines,placed on IL
12/14/2010,Timberwolves,Jonny Flynn,,activated from IL
12/14/2010,Timberwolves,Martell Webster,,activated from IL
12/14/2010,Wizards,,Andray Blatche,placed on IL with sore left knee
12/14/2010,Wizards,,John Wall (a),placed on IL with right knee tendinitis (P) / sore left foot (CBC)
12/14/2010,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
12/14/2010,Wizards,Kevin Seraphin,,activated from IL
12/15/2010,Bobcats,,Gerald Wallace,placed on IL with sprained left ankle
12/15/2010,Bobcats,DeSagana Diop,,activated from IL
12/15/2010,Bulls,,Kurt Thomas,placed on IL (P)
12/15/2010,Bulls,Brian Scalabrine,,activated from IL (P)
12/15/2010,Clippers,,Willie Warren,placed on IL
12/15/2010,Clippers,Randy Foye,,activated from IL
12/15/2010,Hornets,,Aaron Gray,placed on IL
12/15/2010,Hornets,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
12/15/2010,Lakers,Devin Ebanks,,activated from IL
12/15/2010,Pacers,Danny Granger,,activated from IL
12/15/2010,Suns,,Garret Siler,placed on IL
12/15/2010,Suns,Robin Lopez,,activated from IL
12/15/2010,Lakers,,Joe Smith (Leynard),placed on IL
12/16/2010,Hawks,,Jamal Crawford,placed on IL with sore back
12/16/2010,Hawks,Jordan Crawford,,activated from IL (P)
12/16/2010,Nets,,Sasha Vujacic,placed on IL
12/16/2010,Nets,Troy Murphy,,activated from IL
12/16/2010,Wizards,,Yi Jianlian / Jianlian Yi,placed on IL with sprained right knee
12/16/2010,Wizards,John Wallace,,activated
12/17/2010,Cavaliers,,Joey Graham,placed on IL with partially torn right quadriceps
12/17/2010,Cavaliers,,Leon Powe,placed on IL with finger injury
12/17/2010,Cavaliers,Jamario Moon,,activated from IL
12/17/2010,Cavaliers,Samardo Samuels,,activated from IL
12/17/2010,Hawks,,Jordan Crawford,placed on IL
12/17/2010,Hawks,Joe Johnson,,activated from IL
12/17/2010,Jazz,,Jeremy Evans,placed on IL
12/17/2010,Jazz,Mehmet Okur,,activated from IL
12/17/2010,Lakers,,Devin Ebanks,placed on IL
12/17/2010,Lakers,Joe Smith (Leynard),,activated from IL
12/17/2010,Nets,,Anthony Morrow,placed on IL
12/17/2010,Nets,Sasha Vujacic,,activated from IL
12/17/2010,Pacers,,Paul George,placed on IL
12/17/2010,Pistons,,Austin Daye,placed on IL with strained hamstring
12/17/2010,Pistons,DaJuan Summers,,activated from IL
12/17/2010,Raptors,,Predrag Stojakovic / Peja Stojakovic,placed on IL with swollen left knee
12/17/2010,Raptors,Jose Calderon,,activated from IL
12/17/2010,Thunder,,Morris Peterson,placed on IL
12/17/2010,Thunder,Cole Aldrich,,activated from IL
12/17/2010,Timberwolves,,Lazar Hayward,placed on IL
12/17/2010,Timberwolves,Kosta Koufos,,activated from IL
12/18/2010,Blazers,,Joel Przybilla,placed on IL with left ankle injury
12/18/2010,Bulls,,Joakim Noah,placed on IL recovering from surgery on right thumb to repair torn ligament
12/18/2010,Bulls,Kurt Thomas,,activated from IL
12/18/2010,Clippers,,Brian Cook,placed on IL with sprained right ankle
12/18/2010,Clippers,Willie Warren,,activated from IL
12/18/2010,Jazz,,Gordon Hayward,placed on IL
12/18/2010,Jazz,Jeremy Evans,,activated from IL
12/18/2010,Timberwolves,,Darko Milicic,placed on IL with sprained ankle
12/18/2010,Timberwolves,,Nikola Pekovic,placed on IL with sprained left ankle
12/18/2010,Timberwolves,Lazar Hayward,,activated from IL
12/18/2010,Timberwolves,Sundiata Gaines,,activated from IL
12/18/2010,Warriors,,Andris Biedrins,placed on IL with sprained left ankle
12/18/2010,Warriors,Rodney Carney,,activated from IL
12/18/2010,Wizards,,John Wallace,placed on IL with right knee tendinitis
12/18/2010,Wizards,Andray Blatche,,activated from IL
12/18/2010,Wizards,Josh Howard,,activated from IL
12/18/2010,Blazers,Luke Babbitt,,activated from IL
12/19/2010,Kings,,Jason Thompson,placed on IL with lacerated right ring finger
12/19/2010,Kings,Jermaine Taylor,,activated from IL
12/19/2010,Lakers,,Derrick Caracter,placed on IL
12/19/2010,Lakers,Devin Ebanks,,activated from IL
12/19/2010,Pacers,,Josh McRoberts,placed on IL with abdominal strain
12/19/2010,Pacers,A.J. Price,,activated from IL
12/19/2010,Rockets,,Ishmael Smith / Ish Smith,placed on IL
12/19/2010,Rockets,,Jared Jeffries,placed on IL
12/19/2010,Rockets,Aaron Brooks,,activated from IL
12/19/2010,Rockets,Terrence Williams,,activated from IL
12/20/2010,Bucks,,Brandon Jennings,placed on IL with broken bone in left foot
12/20/2010,Bucks,,Corey Maggette,placed on IL with concussion
12/20/2010,Bucks,Brian Skinner,,activated from IL
12/20/2010,Heat,,Jamaal Magloire,placed on IL
12/20/2010,Heat,Mike Miller,,activated from IL
12/20/2010,Hornets,,Marcus Banks,placed on IL (P)
12/20/2010,Hornets,Aaron Gray,,activated from IL
12/20/2010,Jazz,,Mehmet Okur,placed on IL with sprained right ankle
12/20/2010,Jazz,Gordon Hayward,,activated from IL
12/20/2010,Pacers,,Dahntay Jones,placed on IL
12/20/2010,Pacers,Josh McRoberts,,activated from IL
12/20/2010,Timberwolves,,Sundiata Gaines,placed on IL
12/20/2010,Timberwolves,Darko Milicic,,activated from IL
12/20/2010,Bucks,Carlos Delfino,,activated from IL
12/21/2010,Bobcats,,DeSagana Diop,placed on IL
12/21/2010,Bulls,,Taj Gibson,placed on IL with concussion
12/21/2010,Bulls,John Lucas III,,activated from IL
12/21/2010,Mavericks,,Steve Novak,placed on IL
12/21/2010,Mavericks,Alexis Ajinca / Alex Ajinca,,activated from IL
12/21/2010,Bobcats,Sherron Collins,,activated from IL
12/22/2010,76ers,,Darius Songaila,placed on IL
12/22/2010,76ers,Craig Brackins,,activated from IL
12/22/2010,Bulls,,John Lucas III,placed on IL
12/22/2010,Bulls,Taj Gibson,,activated from IL
12/22/2010,Cavaliers,,Samardo Samuels,placed on IL
12/22/2010,Cavaliers,Leon Powe,,activated from IL
12/22/2010,Clippers,,Craig Smith,placed on IL with herniated disc in lower back
12/22/2010,Hawks,,Etan Thomas,placed on IL
12/22/2010,Hawks,Jordan Crawford,,activated from IL
12/22/2010,Nuggets,,Melvin Ely,placed on IL
12/22/2010,Nuggets,Chris Andersen,,activated from IL
12/22/2010,Nuggets,Kenyon Martin,,activated from IL
12/22/2010,Pistons,,DaJuan Summers,placed on IL
12/22/2010,Pistons,Austin Daye,,activated from IL
12/22/2010,Timberwolves,,Sebastian Telfair,placed on IL with plantar fasciitis in right foot
12/22/2010,Timberwolves,Sundiata Gaines,,activated from IL
12/22/2010,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
12/23/2010,Heat,,Dwyane Wade,placed on IL with sore left knee
12/23/2010,Heat,Jamaal Magloire,,activated from IL
12/23/2010,Magic,,Malik Allen,placed on IL with sprained left ankle
12/23/2010,Magic,Ryan Anderson,,activated from IL
12/23/2010,Suns,,Vince Carter,placed on IL with sore left knee
12/23/2010,Suns,Gani Lawal,,activated from IL
12/23/2010,Suns,Garret Siler,,activated from IL
12/25/2010,Celtics,,Rajon Rondo,placed on IL with sprained left ankle
12/25/2010,Celtics,Jermaine O'Neal,,activated from IL
12/25/2010,Heat,,Jamaal Magloire,placed on IL
12/25/2010,Heat,Dwyane Wade,,activated from IL
12/25/2010,Lakers,,Devin Ebanks,placed on IL
12/25/2010,Lakers,Derrick Caracter,,activated from IL
12/25/2010,Nuggets,,Renaldo Balkman,placed on IL
12/25/2010,Nuggets,Melvin Ely,,activated from IL
12/25/2010,Thunder,,Cole Aldrich,placed on IL
12/25/2010,Thunder,Nenad Krstic,,activated from IL
12/25/2010,Warriors,,Charlie Bell,placed on IL
12/25/2010,Warriors,,Dan Gadzuric,placed on IL with strained left groin
12/25/2010,Warriors,Brandan Wright,,activated from IL
12/25/2010,Warriors,Stephen Curry,,activated from IL
12/26/2010,76ers,Darius Songaila,,activated from IL
12/26/2010,Cavaliers,,Daniel Gibson,placed on IL with flu
12/26/2010,Cavaliers,Samardo Samuels,,activated from IL
12/26/2010,Hawks,,Jordan Crawford,placed on IL
12/26/2010,Hawks,Jamal Crawford,,activated from IL
12/26/2010,Pacers,,A.J. Price,placed on IL
12/26/2010,Pacers,Dahntay Jones,,activated from IL
12/26/2010,Timberwolves,,Sundiata Gaines,placed on IL
12/26/2010,Timberwolves,Sebastian Telfair,,activated from IL
12/26/2010,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
12/26/2010,Wizards,John Wallace,,activated from IL
12/27/2010,Bobcats,,Dominic McGuire,placed on IL
12/27/2010,Bobcats,,Sherron Collins,placed on IL
12/27/2010,Bobcats,DeSagana Diop,,activated from IL
12/27/2010,Bobcats,Eduardo Najera,,activated from IL
12/27/2010,Bucks,,Carlos Delfino,placed on IL with concussion
12/27/2010,Bucks,Corey Maggette,,activated from IL
12/27/2010,Jazz,,Jeremy Evans,placed on IL
12/27/2010,Jazz,Mehmet Okur,,activated from IL
12/27/2010,Kings,,Luther Head,placed on IL
12/27/2010,Kings,Jason Thompson,,activated from IL
12/27/2010,Mavericks,,Brian Cardinal,placed on IL with stomach flu
12/27/2010,Mavericks,Steve Novak,,activated from IL
12/27/2010,Raptors,,Andrea Bargnani,placed on IL with strained left calf
12/27/2010,Timberwolves,,Lazar Hayward,placed on IL
12/27/2010,Timberwolves,Nikola Pekovic,,activated from IL
12/27/2010,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
12/27/2010,Wizards,,Hilton Armstrong,placed on IL with foot injury
12/28/2010,Cavaliers,,Samardo Samuels,placed on IL
12/28/2010,Cavaliers,Daniel Gibson,,activated from IL
12/28/2010,Mavericks,,Dirk Nowitzki,placed on IL with sprained right knee
12/28/2010,Mavericks,Brian Cardinal,,activated from IL
12/28/2010,Nuggets,,Al Harrington,placed on IL with dislocated right thumb
12/28/2010,Nuggets,Renaldo Balkman,,activated from IL
12/29/2010,76ers,,Andre Iguodala,placed on IL with right Achilles tendinitis
12/29/2010,76ers,,Darius Songaila,placed on IL
12/29/2010,76ers,Jason Kapono,,activated from IL
12/29/2010,Bobcats,,Eduardo Najera,placed on IL
12/29/2010,Bobcats,,Kwame Brown,placed on IL
12/29/2010,Bobcats,,Tyrus Thomas,placed on IL with sore wrist
12/29/2010,Bobcats,Dominic McGuire,,activated from IL
12/29/2010,Bobcats,Gerald Wallace,,activated from IL
12/29/2010,Bobcats,Sherron Collins,,activated from IL
12/29/2010,Hornets,,Aaron Gray,placed on IL
12/29/2010,Jazz,,Andrei Kirilenko,placed on IL with strained lower back
12/29/2010,Jazz,Jeremy Evans,,activated from IL
12/29/2010,Pacers,,Dahntay Jones,placed on IL
12/29/2010,Pacers,,Jeff Foster,placed on IL (P)
12/29/2010,Pacers,A.J. Price,,activated from IL
12/29/2010,Pacers,Paul George,,activated from IL
12/29/2010,Pistons,,Rodney Stuckey,placed on IL with stomach virus
12/29/2010,Pistons,DaJuan Summers,,activated from IL
12/29/2010,Suns,,Gani Lawal,placed on IL
12/29/2010,Suns,Vince Carter,,activated from IL
12/29/2010,Warriors,,Jeremy Lin,placed on IL
12/29/2010,Warriors,Charlie Bell,,activated from IL
12/29/2010,Wizards,,Lester Hudson,placed on IL
12/29/2010,Wizards,Hilton Armstrong,,activated from IL
12/31/2010,Celtics,,Kevin Garnett,placed on IL with strained right calf
12/31/2010,Nets,,Troy Murphy,placed on IL with viral infection
12/31/2010,Rockets,,Chuck Hayes,placed on IL with sprained right ankle
12/31/2010,Rockets,Jared Jeffries,,activated from IL
12/31/2010,Suns,,Garret Siler,placed on IL
12/31/2010,Suns,Gani Lawal,,activated from IL
12/31/2010,Wizards,,Kevin Seraphin,placed on IL
12/31/2010,Wizards,,Kirk Hinrich,placed on IL with bruised left thigh
12/31/2010,Wizards,Lester Hudson,,activated from IL
12/31/2010,Wizards,Yi Jianlian / Jianlian Yi,,activated from IL
12/31/2010,Celtics,Rajon Rondo,,activated from IL
1/1/2011,Cavaliers,,Anderson Varejao,placed on IL with fractured cheekbone
1/1/2011,Cavaliers,Samardo Samuels,,activated from IL
1/1/2011,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
1/1/2011,Hornets,Aaron Gray,,activated from IL
1/1/2011,Jazz,,Mehmet Okur,placed on IL with strained lower back
1/1/2011,Jazz,Andrei Kirilenko,,activated from IL
1/1/2011,Nuggets,,Melvin Ely,placed on IL
1/1/2011,Timberwolves,,Jonny Flynn,placed on IL with sprained right ankle
1/1/2011,Timberwolves,Sundiata Gaines,,activated from IL
1/1/2011,Wizards,,Josh Howard,placed on IL with sore left knee
1/1/2011,Wizards,Kevin Seraphin,,activated from IL
1/2/2011,Cavaliers,,Daniel Gibson,placed on IL with bruised left thigh
1/2/2011,Hawks,,Marvin Williams,placed on IL with sore lower back
1/2/2011,Hawks,Etan Thomas,,activated from IL
1/2/2011,Mavericks,,Caron Butler,placed on IL with torn patella tendon in right knee (out for season)
1/2/2011,Pacers,,A.J. Price,placed on IL
1/2/2011,Pacers,Jeff Foster,,activated from IL
1/2/2011,Mavericks,Dominique Jones,,activated from IL
1/2/2011,Cavaliers,Christian Eyenga,,activated from IL
1/3/2011,Bobcats,,DeSagana Diop,placed on IL with ruptured right Achilles tendon (out for season)
1/3/2011,Bobcats,,Gerald Wallace,placed on IL with left ankle injury
1/3/2011,Bobcats,,Nazr Mohammed,placed on IL with right knee injury
1/3/2011,Bobcats,Eduardo Najera,,activated from IL
1/3/2011,Bobcats,Kwame Brown,,activated from IL
1/3/2011,Bobcats,Tyrus Thomas,,activated from IL
1/3/2011,Pistons,Rodney Stuckey,,activated from IL
1/3/2011,Timberwolves,,Sundiata Gaines,placed on IL
1/3/2011,Timberwolves,Jonny Flynn,,activated from IL
1/3/2011,Warriors,,David Lee,placed on IL with back injury
1/3/2011,Warriors,Dan Gadzuric,,activated from IL
1/4/2011,Blazers,,Brandon Roy,placed on IL with sore left knee
1/4/2011,Blazers,Joel Przybilla,,activated from IL
1/4/2011,Knicks,,Danilo Gallinari,placed on IL with sprained left knee
1/4/2011,Knicks,Andy Rautins,,activated from IL
1/4/2011,Pistons,,Chris Wilcox,placed on IL
1/4/2011,Raptors,,Sonny Weems,placed on IL with back spasms
1/4/2011,Raptors,Andrea Bargnani,,activated from IL
1/5/2011,Bucks,Brandon Jennings,,activated from IL
1/5/2011,Cavaliers,,Anthony Parker,placed on IL with sore back
1/5/2011,Cavaliers,,Jamario Moon,placed on IL
1/5/2011,Cavaliers,Anderson Varejao,,activated from IL
1/5/2011,Cavaliers,Daniel Gibson,,activated from IL
1/5/2011,Hawks,Jordan Crawford,,activated from IL
1/5/2011,Nuggets,,Renaldo Balkman,placed on IL
1/5/2011,Nuggets,Al Harrington,,activated from IL
1/5/2011,Rockets,,Aaron Brooks,placed on IL with sore/sprained left ankle
1/5/2011,Rockets,Ishmael Smith / Ish Smith,,activated from IL
1/5/2011,Warriors,,Charlie Bell,placed on IL
1/5/2011,Warriors,Andris Biedrins,,activated from IL
1/5/2011,Warriors,David Lee,,activated from IL
1/5/2011,Wizards,,Cartier Martin,placed on IL
1/5/2011,Wizards,Josh Howard,,activated from IL
1/5/2011,Wizards,Kirk Hinrich,,activated from IL
1/6/2011,Nuggets,,Kenyon Martin,placed on IL with left knee injury
1/6/2011,Nuggets,Renaldo Balkman,,activated from IL
1/7/2011,76ers,,Tony Battie,placed on IL with right rotator cuff tendinitis
1/7/2011,76ers,Darius Songaila,,activated from IL
1/7/2011,Cavaliers,,Daniel Gibson,placed on IL with sprained left ankle
